timestamp,open,high,low,close,volume
2025-02-10 15:41:41.248,105001.15,105642.23,104015.47,104290.62,0.112298
2025-02-10 15:43:52.320,104000.0,104082.71,102831.33,103126.1,0.214582
2025-02-10 15:46:03.392,103104.42,103104.42,101552.83,101552.83,0.070189
2025-02-10 15:48:14.464,99500.0,99847.78,99224.19,99224.19,0.020615
2025-02-10 15:50:25.536,99176.43,99266.32,98156.53,98279.79,0.060657
2025-02-10 15:52:36.608,98459.78,98459.78,97851.7,97851.7,0.02939
2025-02-10 15:54:47.680,97546.86,97866.34,97242.62,97357.38,0.048592
2025-02-10 15:56:58.752,97357.38,97547.16,97229.97,97389.62,0.016407
2025-02-10 15:59:09.824,97166.35,97317.13,97166.35,97166.35,0.001071
2025-02-10 16:01:20.896,97263.05,97317.64,96790.59,97117.24,1.009406
2025-02-10 16:03:31.968,97128.96,97173.36,97046.35,97156.25,0.001282
2025-02-10 16:05:43.040,97239.7,97352.86,97239.7,97352.86,0.000553
2025-02-10 16:07:54.112,97391.87,97391.87,97236.95,97236.95,0.000447
2025-02-10 16:10:05.184,97236.95,97398.36,97236.95,97398.36,0.000925
2025-02-10 16:12:16.256,97460.58,97475.23,97453.22,97453.22,0.000367
2025-02-10 16:14:27.328,97392.87,97392.87,97303.27,97337.37,0.000746
2025-02-10 16:16:38.400,97267.69,97547.16,97255.75,97430.25,0.002283
2025-02-10 16:18:49.472,97416.11,97416.11,97311.37,97391.37,0.000997
2025-02-10 16:21:00.544,97379.6,98080.94,97340.07,97547.16,0.028952
2025-02-10 16:23:11.616,97661.08,97694.08,97500.0,97654.75,0.000864
2025-02-10 16:25:22.688,97754.96,97754.96,97500.0,97500.0,0.000952
2025-02-10 16:27:33.760,97547.16,97670.36,97547.16,97670.36,0.00113
2025-02-10 16:29:44.832,97689.21,97770.04,97547.16,97639.72,0.00109
2025-02-10 16:31:55.904,97639.72,97866.34,97500.0,97595.66,0.002194
2025-02-10 16:34:06.976,97341.92,97398.38,97242.62,97261.9,0.001677
2025-02-10 16:36:18.048,97261.9,97316.83,97200.0,97308.51,0.003312
2025-02-10 16:38:29.120,97270.51,97270.51,97200.69,97208.2,0.000265
2025-02-10 16:40:40.192,97203.01,97323.61,97166.35,97323.61,0.021897
2025-02-10 16:42:51.264,97242.07,97343.92,97225.5,97279.61,0.001362
2025-02-10 16:45:02.336,97292.65,97316.17,97253.76,97286.17,0.001501
2025-02-10 16:47:13.408,97285.19,97428.53,97285.19,97356.97,0.001045
2025-02-10 16:49:24.480,97413.43,97547.16,97413.43,97427.51,0.000598
2025-02-10 16:51:35.552,97427.51,97547.16,97427.51,97447.52,0.000851
2025-02-10 16:53:46.624,97475.25,97517.4,97446.56,97446.56,0.000778
2025-02-10 16:55:57.696,97469.34,97547.16,97437.57,97456.35,0.002615
2025-02-10 16:58:08.768,97443.98,97507.53,97441.78,97507.53,0.001471
2025-02-10 17:00:19.840,97396.34,97456.62,97396.34,97421.01,0.000828
2025-02-10 17:02:30.912,97374.12,97377.2,97319.04,97375.94,0.001051
2025-02-10 17:04:41.984,97435.33,97440.0,97344.97,97415.5,0.001127
2025-02-10 17:06:53.056,97390.49,97633.01,97390.49,97431.86,0.001521
2025-02-10 17:09:04.128,97369.89,97497.78,97242.62,97242.62,0.001102
2025-02-10 17:11:15.200,97242.62,97471.78,97242.62,97292.32,0.002208
2025-02-10 17:13:26.272,97273.46,97305.93,97242.62,97304.62,0.001524
2025-02-10 17:15:37.344,97252.28,97252.28,97200.0,97236.63,0.001229
2025-02-10 17:17:48.416,97200.0,97348.03,97200.0,97290.76,0.00129
2025-02-10 17:19:59.488,97317.87,97424.87,97200.0,97200.0,0.01096
2025-02-10 17:22:10.560,97302.31,97304.99,97246.03,97302.95,0.001174
2025-02-10 17:24:21.632,97363.45,97452.96,97346.08,97449.07,0.001666
2025-02-10 17:26:32.704,97449.07,97547.16,97242.62,97496.15,0.002245
2025-02-10 17:28:43.776,97511.33,97511.33,96699.69,97018.02,0.033162
2025-02-10 17:30:54.848,97503.84,97554.49,97469.38,97540.49,0.002573
2025-02-10 17:33:05.920,97561.39,97561.39,97502.6,97532.37,0.001486
2025-02-10 17:35:16.992,97463.6,97507.91,97399.68,97488.23,0.000981
2025-02-10 17:37:28.064,97130.72,97848.47,97130.72,97481.43,0.0265
2025-02-10 17:39:39.136,97481.43,97481.43,96699.69,97130.72,0.032813
2025-02-10 17:41:50.208,97665.18,97665.18,97500.0,97573.17,0.002231
2025-02-10 17:44:01.280,97317.21,97319.83,97301.2,97301.2,0.001433
2025-02-10 17:46:12.352,97652.49,97663.95,97600.01,97620.25,0.003608
2025-02-10 17:48:23.424,97327.5,97331.63,97275.52,97275.52,0.000631
2025-02-10 17:50:34.496,97410.61,97520.49,97300.0,97451.13,0.002072
2025-02-10 17:52:45.568,97434.62,97450.91,97359.46,97359.46,0.001071
2025-02-10 17:54:56.640,97486.68,97600.0,97461.64,97512.85,0.002426
2025-02-10 17:57:07.712,97512.85,97600.0,97444.05,97463.96,0.002427
2025-02-10 17:59:18.784,97544.17,97575.97,97450.0,97464.39,0.001685
2025-02-10 18:01:29.856,97555.86,97587.5,97469.02,97516.19,0.001194
2025-02-10 18:03:40.928,97740.34,97740.34,97633.01,97687.86,0.000627
2025-02-10 18:05:52.000,97724.04,97724.04,97716.85,97716.85,0.00066
2025-02-10 18:08:03.072,97767.24,97767.24,97633.01,97633.01,0.001056
2025-02-10 18:10:14.144,97633.01,97750.26,97633.01,97698.08,0.000813
2025-02-10 18:12:25.216,97612.84,97654.12,97560.01,97609.57,0.000803
2025-02-10 18:14:36.288,97456.13,97465.69,97391.9,97436.36,0.000751
2025-02-10 18:16:47.360,97419.77,97493.71,97382.65,97405.73,0.00226
2025-02-10 18:18:58.432,97274.11,97493.71,97274.11,97493.71,0.011141
2025-02-10 18:21:09.504,97434.84,97456.59,97400.22,97456.59,0.000462
2025-02-10 18:23:20.576,97456.59,97521.84,97366.37,97422.88,0.001371
2025-02-10 18:25:31.648,97435.5,97470.82,97413.9,97413.9,0.001077
2025-02-10 18:27:42.720,97433.86,97450.94,97433.86,97445.17,0.000863
2025-02-10 18:29:53.792,97412.68,97452.53,97412.68,97452.53,0.000394
2025-02-10 18:32:04.864,97563.17,97633.01,97510.32,97558.93,0.001178
2025-02-10 18:34:15.936,97338.78,97454.49,97338.78,97339.58,0.001871
2025-02-10 18:36:27.008,97461.88,97573.59,97376.11,97443.75,0.002255
2025-02-10 18:38:38.080,97443.75,97468.55,97385.18,97454.94,0.00049
2025-02-10 18:40:49.152,97438.33,97633.01,97377.39,97418.28,0.021832
2025-02-10 18:43:00.224,97561.71,97618.3,97486.51,97590.04,0.001515
2025-02-10 18:45:11.296,97411.55,97658.0,97411.55,97560.06,0.001778
2025-02-10 18:47:22.368,97587.93,97620.22,97502.3,97593.35,0.000868
2025-02-10 18:49:33.440,97716.76,97851.7,97618.7,97683.64,0.002371
2025-02-10 18:51:44.512,97715.18,97856.69,97651.39,97856.69,0.000893
2025-02-10 18:53:55.584,97762.66,97762.66,97629.78,97729.86,0.000859
2025-02-10 18:56:06.656,97765.7,97800.52,97657.38,97800.52,0.001106
2025-02-10 18:58:17.728,97800.52,97810.61,97666.64,97794.8,0.001076
2025-02-10 19:00:28.800,97817.94,97856.69,97772.82,97815.39,0.001042
2025-02-10 19:02:39.872,97815.39,98099.67,97689.55,97866.03,0.023073
2025-02-10 19:04:50.944,97838.9,97930.27,97792.61,97792.61,0.001357
2025-02-10 19:07:02.016,97751.68,97967.23,97751.68,97909.73,0.001907
2025-02-10 19:09:13.088,97884.6,97934.91,97764.09,97864.51,0.001005
2025-02-10 19:11:24.160,97793.05,97944.6,97789.17,97894.69,0.001293
2025-02-10 19:13:35.232,97862.89,97862.89,97717.75,97847.9,0.000906
2025-02-10 19:15:46.304,97879.37,97883.04,97820.48,97880.33,0.00156
2025-02-10 19:17:57.376,97880.33,97880.33,97820.63,97861.15,0.001641
2025-02-10 19:20:08.448,97872.66,97872.66,97815.34,97862.64,0.011809
2025-02-10 19:22:19.520,97818.81,97838.09,97791.06,97838.09,0.001498
2025-02-10 19:24:30.592,97866.96,97930.02,97844.13,97930.02,0.001475
2025-02-10 19:26:41.664,97948.81,97953.14,97835.8,97953.14,0.00207
2025-02-10 19:28:52.736,97903.98,97926.35,97855.4,97870.47,0.001016
2025-02-10 19:31:03.808,97853.47,97904.4,97765.49,97902.65,0.001364
2025-02-10 19:33:14.880,97902.65,97902.65,97701.72,97741.65,0.00176
2025-02-10 19:35:25.952,97788.4,97788.4,97294.45,97597.78,0.029281
2025-02-10 19:37:37.024,97631.65,97656.13,97502.56,97625.27,0.001823
2025-02-10 19:39:48.096,97588.23,97590.35,97456.1,97511.84,0.003739
2025-02-10 19:41:59.168,97497.59,97508.51,96799.62,97493.71,0.029838
2025-02-10 19:44:10.240,97519.79,97519.79,97443.85,97509.58,0.000843
2025-02-10 19:46:21.312,97509.58,97547.16,97439.82,97469.34,0.001979
2025-02-10 19:48:32.384,97454.58,97455.15,97411.76,97445.56,0.00093
2025-02-10 19:50:43.456,97425.06,97435.43,97394.13,97432.33,0.001621
2025-02-10 19:52:54.528,97459.07,97461.55,97447.99,97447.99,0.001975
2025-02-10 19:55:05.600,97452.52,97510.72,97452.52,97470.75,0.001517
2025-02-10 19:57:16.672,97521.53,97531.06,97492.34,97492.34,0.001412
2025-02-10 19:59:27.744,97492.34,97542.54,97489.69,97492.67,0.001347
2025-02-10 20:01:38.816,97633.01,97648.85,97625.52,97629.74,0.00148
2025-02-10 20:03:49.888,97629.74,97680.96,97616.63,97616.63,0.001699
2025-02-10 20:06:00.960,97577.04,97596.59,97568.88,97596.59,0.002956
2025-02-10 20:08:12.032,97659.35,97659.35,97606.02,97614.31,0.002148
2025-02-10 20:10:23.104,97600.24,98566.33,97600.24,97719.96,4.048007
2025-02-10 20:12:34.176,105479.27,105479.27,104000.0,104000.0,0.101524
2025-02-10 20:14:45.248,104000.0,104065.57,103546.33,103663.08,0.010392
2025-02-10 20:16:56.320,102760.54,102766.27,101056.69,101056.69,0.244786
2025-02-10 20:19:07.392,98639.89,98639.89,98364.64,98364.64,0.000659
2025-02-10 20:21:18.464,98317.0,98566.33,97573.88,97573.88,0.065333
2025-02-10 20:23:29.536,97583.26,97639.25,97571.26,97581.06,0.002112
2025-02-10 20:25:40.608,97614.89,97737.57,97567.03,97567.03,0.002019
2025-02-10 20:27:51.680,97592.71,97624.28,97591.13,97598.11,0.001142
2025-02-10 20:30:02.752,97617.83,97670.8,97535.77,97535.77,0.001121
2025-02-10 20:32:13.824,97535.77,97594.48,97535.77,97594.48,0.001068
2025-02-10 20:34:24.896,97587.19,97624.8,97585.48,97603.07,0.001095
2025-02-10 20:36:35.968,97593.54,97693.88,97582.51,97693.88,0.00296
2025-02-10 20:38:47.040,97608.15,97615.39,97608.15,97610.22,0.001108
2025-02-10 20:40:58.112,97613.5,97663.77,97613.5,97649.56,0.000463
2025-02-10 20:43:09.184,97649.56,97698.42,97649.56,97666.32,0.000946
2025-02-10 20:45:20.256,98156.24,98156.24,98156.24,98156.24,0.0
2025-02-10 20:47:31.328,98156.25,98182.51,98156.25,98171.58,0.000961
2025-02-10 20:49:42.400,97769.84,97769.84,97633.01,97633.01,0.004039
2025-02-10 20:51:53.472,97719.46,97800.68,97633.01,97702.15,0.028559
2025-02-10 20:54:04.544,97774.84,97774.84,97658.69,97692.68,0.000895
2025-02-10 20:56:15.616,97675.18,97866.34,97602.35,97735.84,0.006264
2025-02-10 20:58:26.688,97785.22,97785.22,97640.42,97727.82,0.001143
2025-02-10 21:00:37.760,97727.82,97768.64,97633.01,97633.01,0.011963
2025-02-10 21:02:48.832,97681.8,97732.08,97626.63,97684.75,0.009061
2025-02-10 21:04:59.904,97684.75,97705.4,97680.38,97685.24,0.007382
2025-02-10 21:07:10.976,97703.52,97703.52,97599.45,97680.14,0.002485
2025-02-10 21:09:22.048,97638.17,97644.78,97608.83,97635.8,0.001625
2025-02-10 21:11:33.120,97621.6,97735.32,97621.6,97671.57,0.001351
2025-02-10 21:13:44.192,97658.98,97658.98,97587.14,97587.14,0.00114
2025-02-10 21:15:55.264,97589.46,97677.17,97589.46,97621.57,0.002124
2025-02-10 21:18:06.336,97547.16,97610.41,97461.47,97524.21,0.002649
2025-02-10 21:20:17.408,97463.43,97530.03,97463.43,97502.01,0.000825
2025-02-10 21:22:28.480,97568.27,97610.23,97522.43,97610.23,0.001295
2025-02-10 21:24:39.552,97596.76,97627.31,97596.76,97605.64,0.001509
2025-02-10 21:26:50.624,97614.26,97712.09,97597.48,97600.54,0.003599
2025-02-10 21:29:01.696,97619.42,97661.81,97587.29,97643.84,0.002691
2025-02-10 21:31:12.768,97595.05,97604.32,97567.73,97576.71,0.002827
2025-02-10 21:33:23.840,97576.71,97576.71,97572.92,97574.91,0.001594
2025-02-10 21:35:34.912,97514.29,97711.03,97399.68,97711.03,0.003213
2025-02-10 21:37:45.984,97532.9,97609.57,97512.95,97609.57,0.002155
2025-02-10 21:39:57.056,97524.46,97566.53,97399.68,97399.68,0.00221
2025-02-10 21:42:08.128,97644.01,97662.47,97616.88,97662.47,0.001696
2025-02-10 21:44:19.200,97648.48,97655.61,97605.71,97643.78,0.001105
2025-02-10 21:46:30.272,97643.78,97679.22,97589.48,97679.22,0.002048
2025-02-10 21:48:41.344,97631.78,97631.78,97604.15,97624.83,0.000576
2025-02-10 21:50:52.416,97598.55,97598.55,97560.51,97579.84,0.001199
2025-02-10 21:53:03.488,97625.84,97653.49,97562.37,97653.49,0.002299
2025-02-10 21:55:14.560,97646.74,97703.04,97608.3,97696.17,0.001843
2025-02-10 21:57:25.632,97567.8,97567.8,97345.09,97345.09,0.003463
2025-02-10 21:59:36.704,97480.89,97480.89,97466.81,97473.87,0.00172
2025-02-10 22:01:47.776,97438.32,97633.01,97282.77,97495.84,0.025936
2025-02-10 22:03:58.848,97495.84,97495.84,97282.77,97398.79,0.007319
2025-02-10 22:06:09.920,97426.01,98080.94,97422.16,97674.46,0.04228
2025-02-10 22:08:20.992,97531.35,97575.69,97399.68,97485.62,0.009356
2025-02-10 22:10:32.064,97435.84,97471.13,97127.91,97420.48,0.029348
2025-02-10 22:12:43.136,98112.22,98156.78,97851.7,98000.98,0.011767
2025-02-10 22:14:54.208,97711.31,98000.0,97612.8,97633.01,0.032904
2025-02-10 22:17:05.280,97633.01,97791.8,97628.0,97628.0,0.002321
2025-02-10 22:19:16.352,97713.73,97713.73,97127.91,97443.84,0.028299
2025-02-10 22:21:27.424,97679.87,97679.87,97572.82,97677.46,0.001063
2025-02-10 22:23:38.496,97620.68,97754.25,97547.16,97655.8,0.025678
2025-02-10 22:25:49.568,97521.21,97722.9,97521.21,97661.8,0.00234
2025-02-10 22:28:00.640,97679.33,97679.33,97399.68,97588.03,0.003039
2025-02-10 22:30:11.712,97588.03,97588.03,97258.66,97452.31,0.003198
2025-02-10 22:32:22.784,97166.35,97370.77,97166.35,97350.24,0.00036
2025-02-10 22:34:33.856,97340.0,97399.68,97127.91,97338.83,0.012015
2025-02-10 22:36:44.928,97579.66,97608.1,97565.8,97583.85,0.009652
2025-02-10 22:38:56.000,97618.09,97685.69,97601.88,97601.88,0.004426
2025-02-10 22:41:07.072,97719.77,97726.4,97547.16,97547.16,0.004891
2025-02-10 22:43:18.144,97547.16,97652.76,97547.16,97596.9,0.001282
2025-02-10 22:45:29.216,97580.88,97673.72,97539.61,97577.82,0.006376
2025-02-10 22:47:40.288,97680.31,97681.48,97673.28,97679.14,0.001252
2025-02-10 22:49:51.360,97682.86,97685.28,97679.42,97684.11,0.000977
2025-02-10 22:52:02.432,97648.14,97648.14,97127.91,97364.22,0.026702
2025-02-10 22:54:13.504,97367.51,97399.68,97366.45,97399.68,0.001968
2025-02-10 22:56:24.576,97399.68,97493.71,97399.68,97458.3,0.002419
2025-02-10 22:58:35.648,97698.53,97698.53,97514.04,97617.34,0.024598
2025-02-10 23:00:46.720,97577.27,97673.3,97577.27,97599.58,0.001214
2025-02-10 23:02:57.792,97599.58,97851.7,97596.64,97691.76,0.021273
2025-02-10 23:05:08.864,97640.85,97640.85,97573.47,97628.05,0.000705
2025-02-10 23:07:19.936,97665.49,97769.71,97665.49,97721.56,0.001307
2025-02-10 23:09:31.008,97699.38,97826.3,97691.77,97738.36,0.000928
2025-02-10 23:11:42.080,97699.93,97747.32,97600.19,97645.32,0.001152
2025-02-10 23:13:53.152,97680.47,97697.7,97651.59,97696.11,0.001095
2025-02-10 23:16:04.224,97656.83,97715.88,97547.16,97628.19,0.001857
2025-02-10 23:18:15.296,97493.71,97623.35,97493.71,97608.22,0.000655
2025-02-10 23:20:26.368,97637.71,97637.71,97587.88,97587.88,0.034532
2025-02-10 23:22:37.440,97592.5,97622.92,97127.91,97397.53,0.026556
2025-02-10 23:24:48.512,97397.53,97399.69,97359.31,97394.19,0.000889
2025-02-10 23:26:59.584,97375.42,97493.71,97344.3,97383.44,0.002147
2025-02-10 23:29:10.656,97323.5,97415.16,97323.5,97406.34,0.001063
2025-02-10 23:31:21.728,97415.18,97493.71,97406.64,97409.82,0.000989
2025-02-10 23:33:32.800,97416.63,97455.62,97345.26,97405.49,0.002047
2025-02-10 23:35:43.872,97402.62,97405.05,97390.57,97391.57,0.002083
2025-02-10 23:37:54.944,97388.52,97415.57,97369.54,97385.33,0.002328
2025-02-10 23:40:06.016,97385.33,97600.0,97255.08,97600.0,0.023535
2025-02-10 23:42:17.088,97452.05,97506.43,97439.63,97450.87,0.001419
2025-02-10 23:44:28.160,97481.19,97481.19,97439.12,97457.97,0.001136
2025-02-10 23:46:39.232,97437.24,97633.01,97437.24,97515.02,0.002407
2025-02-10 23:48:50.304,97529.61,97532.83,97512.72,97520.49,0.001553
2025-02-10 23:51:01.376,97514.5,97626.07,97500.45,97520.62,0.002524
2025-02-10 23:53:12.448,97553.75,97633.01,97531.01,97535.71,0.002059
2025-02-10 23:55:23.520,97535.71,97543.19,97491.02,97543.19,0.000701
2025-02-10 23:57:34.592,97553.51,98460.78,97553.51,97813.62,0.032683
2025-02-10 23:59:45.664,97768.35,97840.6,97658.0,97658.0,0.001325
2025-02-11 00:01:56.736,97774.53,97818.5,97747.29,97755.21,0.000821
2025-02-11 00:04:07.808,97767.7,97767.7,97731.5,97754.82,0.001078
2025-02-11 00:06:18.880,97769.98,97819.54,97730.95,97782.78,0.002418
2025-02-11 00:08:29.952,97782.78,97782.98,97734.2,97782.98,0.001197
2025-02-11 00:10:41.024,97741.48,97777.7,97716.63,97716.63,0.00075
2025-02-11 00:12:52.096,97769.8,97819.08,97658.0,97819.08,0.000943
2025-02-11 00:15:03.168,97658.0,97801.16,97658.0,97713.97,0.001072
2025-02-11 00:17:14.240,97730.93,97748.39,97666.79,97723.61,0.001309
2025-02-11 00:19:25.312,97751.87,97813.93,97694.75,97813.93,0.001469
2025-02-11 00:21:36.384,97774.56,97817.58,97767.01,97767.01,0.001648
2025-02-11 00:23:47.456,97761.54,97792.97,97723.41,97792.97,0.00203
2025-02-11 00:25:58.528,97792.97,97937.63,97780.0,97837.27,0.002051
2025-02-11 00:28:09.600,97960.45,97971.41,97794.03,97891.55,0.002439
2025-02-11 00:30:20.672,97895.36,97935.08,97895.36,97896.89,0.001822
2025-02-11 00:32:31.744,97918.77,97934.23,97878.03,97881.67,0.00136
2025-02-11 00:34:42.816,97900.94,98075.48,97843.43,97843.43,0.002401
2025-02-11 00:36:53.888,97984.82,97992.74,97962.1,97992.74,0.001258
2025-02-11 00:39:04.960,98059.73,98071.29,98051.49,98051.49,0.001284
2025-02-11 00:41:16.032,98025.56,98227.62,98025.56,98227.62,0.0231
2025-02-11 00:43:27.104,98054.97,98118.37,98054.97,98082.15,0.001556
2025-02-11 00:45:38.176,98060.94,98333.0,98030.0,98093.68,0.00332
2025-02-11 00:47:49.248,98333.0,98333.0,98080.61,98080.61,0.001205
2025-02-11 00:50:00.320,98083.85,98166.52,98050.52,98050.52,0.001125
2025-02-11 00:52:11.392,97987.0,98028.06,97983.4,97983.4,0.001139
2025-02-11 00:54:22.464,97983.4,98032.36,97983.4,97994.28,0.000675
2025-02-11 00:56:33.536,98013.35,98304.48,97906.06,98040.69,0.001809
2025-02-11 00:58:44.608,98001.98,98139.41,98001.98,98139.41,0.001275
2025-02-11 01:00:55.680,98133.55,98140.13,97166.35,97866.34,0.033935
2025-02-11 01:03:06.752,98189.39,98223.72,98156.73,98156.73,0.001186
2025-02-11 01:05:17.824,98186.55,98242.57,98176.54,98242.57,0.000575
2025-02-11 01:07:28.896,98264.64,98352.63,98264.64,98352.63,0.000528
2025-02-11 01:09:39.968,98352.63,98352.63,98197.3,98197.3,0.000767
2025-02-11 01:11:51.040,98022.18,98805.27,98022.18,98566.33,0.024775
2025-02-11 01:14:02.112,98566.33,98566.33,97633.01,97928.08,0.023793
2025-02-11 01:16:13.184,97973.94,98156.24,97966.17,97972.6,0.002517
2025-02-11 01:18:24.256,97858.65,97930.83,97858.65,97930.83,0.001417
2025-02-11 01:20:35.328,98173.26,98329.08,97399.68,98329.08,0.037818
2025-02-11 01:22:46.400,98067.06,98109.72,98020.76,98056.42,0.023616
2025-02-11 01:24:57.472,98209.2,98333.0,98152.3,98152.3,0.003122
2025-02-11 01:27:08.544,98152.3,98184.64,98076.85,98170.25,0.002565
2025-02-11 01:29:19.616,98170.63,98231.58,98109.84,98109.84,0.023244
2025-02-11 01:31:30.688,98163.1,98163.1,97866.34,98095.8,0.022978
2025-02-11 01:33:41.760,98094.3,98099.67,98080.35,98099.67,0.02178
2025-02-11 01:35:52.832,98099.67,98099.67,98099.67,98099.67,0.0
2025-02-11 01:38:03.904,98222.04,98239.84,98188.69,98188.69,0.000991
2025-02-11 01:40:14.976,98290.26,98399.27,98290.26,98295.08,0.011917
2025-02-11 01:42:26.048,98279.07,98279.07,98229.05,98241.44,0.00173
2025-02-11 01:44:37.120,98241.44,98335.7,98221.7,98335.7,0.021924
2025-02-11 01:46:48.192,98203.77,98203.77,98184.05,98188.65,0.002186
2025-02-11 01:48:59.264,97633.01,97633.01,97633.01,97633.01,0.0
2025-02-11 01:51:10.336,98318.94,98387.48,98295.97,98299.31,0.021701
2025-02-11 01:53:21.408,98357.82,98357.82,98235.4,98321.02,0.001696
2025-02-11 01:55:32.480,98299.29,98566.33,98263.86,98427.4,0.002633
2025-02-11 01:57:43.552,98427.4,98445.55,98342.49,98425.0,0.002218
2025-02-11 01:59:54.624,98392.36,98392.36,97399.68,97866.34,0.026209
2025-02-11 02:02:05.696,97949.97,98582.65,97949.97,98370.8,0.022993
2025-02-11 02:04:16.768,98323.94,98373.44,98288.31,98288.31,0.000986
2025-02-11 02:06:27.840,98317.92,98566.33,98317.92,98566.33,0.002179
2025-02-11 02:08:38.912,98301.66,98350.45,98301.66,98331.15,0.001324
2025-02-11 02:10:49.984,89982.06,91558.02,88155.43,91391.48,1000.8014
2025-02-11 02:13:01.056,92712.84,101486.49,91776.42,100088.72,1044.540309
2025-02-11 02:15:12.128,102901.77,107705.55,102654.42,107294.17,1.005088
2025-02-11 02:17:23.200,104594.96,104758.15,104594.96,104707.4,0.001775
2025-02-11 02:19:34.272,104510.95,104732.59,104448.57,104717.55,0.003668
2025-02-11 02:21:45.344,103466.26,103725.9,101525.04,101525.04,0.109246
2025-02-11 02:23:56.416,101688.91,101688.91,101618.0,101643.13,0.001909
2025-02-11 02:26:07.488,99966.31,99966.31,98534.42,98534.42,0.242429
2025-02-11 02:28:18.560,98036.0,98036.0,97748.74,97837.69,0.029109
2025-02-11 02:30:29.632,97837.69,97838.46,97796.43,97834.67,0.001343
2025-02-11 02:32:40.704,97813.9,98500.0,97685.82,97685.82,0.025753
2025-02-11 02:34:51.776,97594.98,97710.84,97548.74,97633.68,0.010996
2025-02-11 02:37:02.848,97594.73,97671.95,97594.73,97664.05,0.001292
2025-02-11 02:39:13.920,97632.72,97758.78,97624.26,97758.78,0.022113
2025-02-11 02:41:24.992,97758.78,97778.54,97547.16,97684.88,0.004188
2025-02-11 02:43:36.064,97549.08,97551.3,97549.08,97551.3,0.000281
2025-02-11 02:45:47.136,97551.3,97551.3,97551.28,97551.28,0.000389
2025-02-11 02:47:58.208,97733.85,97782.04,97733.85,97753.85,0.001023
2025-02-11 02:50:09.280,97831.0,97831.0,97825.17,97830.25,0.00078
2025-02-11 02:52:20.352,97843.93,97843.93,97829.87,97835.55,0.000655
2025-02-11 02:54:31.424,97813.15,97831.9,97813.15,97821.75,0.0012
2025-02-11 02:56:42.496,97833.27,97866.34,97827.98,97835.17,0.003062
2025-02-11 02:58:53.568,97835.17,97871.13,97803.24,97841.81,0.003057
2025-02-11 03:01:04.640,97779.98,97827.76,97742.33,97827.76,0.001048
2025-02-11 03:03:15.712,97869.39,97949.41,97753.7,97833.46,0.00117
2025-02-11 03:05:26.784,97788.03,97861.23,97788.03,97804.01,0.000879
2025-02-11 03:07:37.856,97802.26,97803.14,97780.53,97801.92,0.000645
2025-02-11 03:09:48.928,97834.02,97896.44,97808.84,97817.88,0.001403
2025-02-11 03:12:00.000,97817.88,97930.1,97771.22,97823.25,0.000895
2025-02-11 03:14:11.072,97671.59,97801.41,97659.97,97659.97,0.00093
2025-02-11 03:16:22.144,97736.38,97784.13,97658.0,97739.08,0.000635
2025-02-11 03:18:33.216,97739.08,97770.34,97658.0,97770.34,0.001261
2025-02-11 03:20:44.288,97715.91,97749.72,97710.84,97725.39,0.002182
2025-02-11 03:22:55.360,97730.12,97732.04,97702.39,97717.2,0.002685
2025-02-11 03:25:06.432,97722.61,97731.87,97722.61,97731.87,0.001012
2025-02-11 03:27:17.504,97746.05,97786.12,97746.05,97746.41,0.000873
